
  .   ____          _            __ _ _
 /\\ / ___'_ __ _ _(_)_ __  __ _ \ \ \ \
2026-07-16 12:40:23 [] WARN  o.s.c.s.PostProcessorRegistrationDelegate$BeanPostProcessorChecker - Bean 'org.springframework.cloud.commons.config.CommonsConfigAutoConfiguration' of type [org.springframework.cloud.commons.config.CommonsConfigAutoConfiguration] is not eligible for getting processed by all BeanPostProcessors (for example: not eligible for auto-proxying). Is this bean getting eagerly injected into a currently created BeanPostProcessor [lbRestClientPostProcessor]? Check the corresponding BeanPostProcessor declaration and its dependencies.
2026-07-16 12:40:23 [] WARN  o.s.c.s.PostProcessorRegistrationDelegate$BeanPostProcessorChecker - Bean 'org.springframework.cloud.client.loadbalancer.LoadBalancerDefaultMappingsProviderAutoConfiguration' of type [org.springframework.cloud.client.loadbalancer.LoadBalancerDefaultMappingsProviderAutoConfiguration] is not eligible for getting processed by all BeanPostProcessors (for example: not eligible for auto-proxying). Is this bean getting eagerly injected into a currently created BeanPostProcessor [lbRestClientPostProcessor]? Check the corresponding BeanPostProcessor declaration and its dependencies.
2026-07-16 12:40:23 [] WARN  o.s.c.s.PostProcessorRegistrationDelegate$BeanPostProcessorChecker - Bean 'loadBalancerClientsDefaultsMappingsProvider' of type [org.springframework.cloud.client.loadbalancer.LoadBalancerDefaultMappingsProviderAutoConfiguration$$Lambda/0x000002171f416e50] is not eligible for getting processed by all BeanPostProcessors (for example: not eligible for auto-proxying). Is this bean getting eagerly injected into a currently created BeanPostProcessor [lbRestClientPostProcessor]? Check the corresponding BeanPostProcessor declaration and its dependencies.
2026-07-16 12:40:23 [] WARN  o.s.c.s.PostProcessorRegistrationDelegate$BeanPostProcessorChecker - Bean 'defaultsBindHandlerAdvisor' of type [org.springframework.cloud.commons.config.DefaultsBindHandlerAdvisor] is not eligible for getting processed by all BeanPostProcessors (for example: not eligible for auto-proxying). Is this bean getting eagerly injected into a currently created BeanPostProcessor [lbRestClientPostProcessor]? Check the corresponding BeanPostProcessor declaration and its dependencies.
2026-07-16 12:40:23 [] WARN  o.s.c.s.PostProcessorRegistrationDelegate$BeanPostProcessorChecker - Bean 'spring.cloud.loadbalancer-org.springframework.cloud.client.loadbalancer.LoadBalancerClientsProperties' of type [org.springframework.cloud.client.loadbalancer.LoadBalancerClientsProperties] is not eligible for getting processed by all BeanPostProcessors (for example: not eligible for auto-proxying). Is this bean getting eagerly injected into a currently created BeanPostProcessor [lbRestClientPostProcessor]? Check the corresponding BeanPostProcessor declaration and its dependencies.
2026-07-16 12:40:23 [] WARN  o.s.c.s.PostProcessorRegistrationDelegate$BeanPostProcessorChecker - Bean 'default.org.springframework.cloud.loadbalancer.config.LoadBalancerAutoConfiguration.LoadBalancerClientSpecification' of type [org.springframework.cloud.loadbalancer.annotation.LoadBalancerClientSpecification] is not eligible for getting processed by all BeanPostProcessors (for example: not eligible for auto-proxying). Is this bean getting eagerly injected into a currently created BeanPostProcessor [lbRestClientPostProcessor]? Check the corresponding BeanPostProcessor declaration and its dependencies.
2026-07-16 12:40:23 [] WARN  o.s.c.s.PostProcessorRegistrationDelegate$BeanPostProcessorChecker - Bean 'default.org.springframework.cloud.loadbalancer.config.BlockingLoadBalancerClientAutoConfiguration.LoadBalancerClientSpecification' of type [org.springframework.cloud.loadbalancer.annotation.LoadBalancerClientSpecification] is not eligible for getting processed by all BeanPostProcessors (for example: not eligible for auto-proxying). Is this bean getting eagerly injected into a currently created BeanPostProcessor [lbRestClientPostProcessor]? Check the corresponding BeanPostProcessor declaration and its dependencies.
2026-07-16 12:40:23 [] WARN  o.s.c.s.PostProcessorRegistrationDelegate$BeanPostProcessorChecker - Bean 'default.org.springframework.cloud.netflix.eureka.loadbalancer.LoadBalancerEurekaAutoConfiguration.LoadBalancerClientSpecification' of type [org.springframework.cloud.loadbalancer.annotation.LoadBalancerClientSpecification] is not eligible for getting processed by all BeanPostProcessors (for example: not eligible for auto-proxying). Is this bean getting eagerly injected into a currently created BeanPostProcessor [lbRestClientPostProcessor]? Check the corresponding BeanPostProcessor declaration and its dependencies.
2026-07-16 12:40:23 [] WARN  o.s.c.s.PostProcessorRegistrationDelegate$BeanPostProcessorChecker - Bean 'loadBalancerClientFactory' of type [org.springframework.cloud.loadbalancer.support.LoadBalancerClientFactory] is not eligible for getting processed by all BeanPostProcessors (for example: not eligible for auto-proxying). Is this bean getting eagerly injected into a currently created BeanPostProcessor [lbRestClientPostProcessor]? Check the corresponding BeanPostProcessor declaration and its dependencies.
2026-07-16 12:40:23 [] WARN  o.s.c.s.PostProcessorRegistrationDelegate$BeanPostProcessorChecker - Bean 'blockingLoadBalancerClient' of type [org.springframework.cloud.loadbalancer.blocking.client.BlockingLoadBalancerClient] is not eligible for getting processed by all BeanPostProcessors (for example: not eligible for auto-proxying). Is this bean getting eagerly injected into a currently created BeanPostProcessor [lbRestClientPostProcessor]? Check the corresponding BeanPostProcessor declaration and its dependencies.
2026-07-16 12:40:23 [] WARN  o.s.c.s.PostProcessorRegistrationDelegate$BeanPostProcessorChecker - Bean 'loadBalancerServiceInstanceCookieTransformer' of type [org.springframework.cloud.loadbalancer.core.LoadBalancerServiceInstanceCookieTransformer] is not eligible for getting processed by all BeanPostProcessors (for example: not eligible for auto-proxying). Is this bean getting eagerly injected into a currently created BeanPostProcessor [lbRestClientPostProcessor]? Check the corresponding BeanPostProcessor declaration and its dependencies.
2026-07-16 12:40:23 [] WARN  o.s.c.s.PostProcessorRegistrationDelegate$BeanPostProcessorChecker - Bean 'xForwarderHeadersTransformer' of type [org.springframework.cloud.loadbalancer.blocking.XForwardedHeadersTransformer] is not eligible for getting processed by all BeanPostProcessors (for example: not eligible for auto-proxying). Is this bean getting eagerly injected into a currently created BeanPostProcessor [lbRestClientPostProcessor]? Check the corresponding BeanPostProcessor declaration and its dependencies.
2026-07-16 12:40:23 [] WARN  o.s.c.s.PostProcessorRegistrationDelegate$BeanPostProcessorChecker - Bean 'org.springframework.cloud.client.loadbalancer.LoadBalancerAutoConfiguration' of type [org.springframework.cloud.client.loadbalancer.LoadBalancerAutoConfiguration] is not eligible for getting processed by all BeanPostProcessors (for example: not eligible for auto-proxying). Is this bean getting eagerly injected into a currently created BeanPostProcessor [lbRestClientPostProcessor]? Check the corresponding BeanPostProcessor declaration and its dependencies.
2026-07-16 12:40:23 [] WARN  o.s.c.s.PostProcessorRegistrationDelegate$BeanPostProcessorChecker - Bean 'loadBalancerRequestFactory' of type [org.springframework.cloud.client.loadbalancer.LoadBalancerRequestFactory] is not eligible for getting processed by all BeanPostProcessors (for example: not eligible for auto-proxying). Is this bean getting eagerly injected into a currently created BeanPostProcessor [lbRestClientPostProcessor]? Check the corresponding BeanPostProcessor declaration and its dependencies.
2026-07-16 12:40:23 [] WARN  o.s.c.s.PostProcessorRegistrationDelegate$BeanPostProcessorChecker - Bean 'loadBalancerInterceptor' of type [org.springframework.cloud.client.loadbalancer.LoadBalancerInterceptor] is not eligible for getting processed by all BeanPostProcessors (for example: not eligible for auto-proxying). Is this bean getting eagerly injected into a currently created BeanPostProcessor [lbRestClientPostProcessor]? Check the corresponding BeanPostProcessor declaration and its dependencies.
2026-07-16 12:40:23 [] WARN  o.s.c.s.PostProcessorRegistrationDelegate$BeanPostProcessorChecker - Bean 'org.springframework.cloud.client.loadbalancer.reactive.LoadBalancerBeanPostProcessorAutoConfiguration' of type [org.springframework.cloud.client.loadbalancer.reactive.LoadBalancerBeanPostProcessorAutoConfiguration] is not eligible for getting processed by all BeanPostProcessors (for example: not eligible for auto-proxying). The currently created BeanPostProcessor [loadBalancerWebClientBuilderBeanPostProcessor] is declared through a non-static factory method on that class; consider declaring it as static instead.
2026-07-16 12:40:23 [] WARN  o.s.c.s.PostProcessorRegistrationDelegate$BeanPostProcessorChecker - Bean 'org.springframework.cloud.client.loadbalancer.reactive.LoadBalancerBeanPostProcessorAutoConfiguration$ReactorDeferringLoadBalancerFilterConfig' of type [org.springframework.cloud.client.loadbalancer.reactive.LoadBalancerBeanPostProcessorAutoConfiguration$ReactorDeferringLoadBalancerFilterConfig] is not eligible for getting processed by all BeanPostProcessors (for example: not eligible for auto-proxying). Is this bean getting eagerly injected into a currently created BeanPostProcessor [loadBalancerWebClientBuilderBeanPostProcessor]? Check the corresponding BeanPostProcessor declaration and its dependencies.
2026-07-16 12:40:23 [] WARN  o.s.c.s.PostProcessorRegistrationDelegate$BeanPostProcessorChecker - Bean 'reactorDeferringLoadBalancerExchangeFilterFunction' of type [org.springframework.cloud.client.loadbalancer.reactive.DeferringLoadBalancerExchangeFilterFunction] is not eligible for getting processed by all BeanPostProcessors (for example: not eligible for auto-proxying). Is this bean getting eagerly injected into a currently created BeanPostProcessor [loadBalancerWebClientBuilderBeanPostProcessor]? Check the corresponding BeanPostProcessor declaration and its dependencies.
2026-07-16 12:40:24 [] INFO  o.s.c.g.r.RouteDefinitionRouteLocator - Loaded RoutePredicateFactory [After]
2026-07-16 12:40:24 [] INFO  o.s.c.g.r.RouteDefinitionRouteLocator - Loaded RoutePredicateFactory [Before]
2026-07-16 12:40:24 [] INFO  o.s.c.g.r.RouteDefinitionRouteLocator - Loaded RoutePredicateFactory [Between]
2026-07-16 12:40:24 [] INFO  o.s.c.g.r.RouteDefinitionRouteLocator - Loaded RoutePredicateFactory [Cookie]
2026-07-16 12:40:24 [] INFO  o.s.c.g.r.RouteDefinitionRouteLocator - Loaded RoutePredicateFactory [Header]
2026-07-16 12:40:24 [] INFO  o.s.c.g.r.RouteDefinitionRouteLocator - Loaded RoutePredicateFactory [Host]
2026-07-16 12:40:24 [] INFO  o.s.c.g.r.RouteDefinitionRouteLocator - Loaded RoutePredicateFactory [Method]
2026-07-16 12:40:24 [] INFO  o.s.c.g.r.RouteDefinitionRouteLocator - Loaded RoutePredicateFactory [Path]
2026-07-16 12:40:24 [] INFO  o.s.c.g.r.RouteDefinitionRouteLocator - Loaded RoutePredicateFactory [Query]
2026-07-16 12:40:24 [] INFO  o.s.c.g.r.RouteDefinitionRouteLocator - Loaded RoutePredicateFactory [ReadBody]
2026-07-16 12:40:24 [] INFO  o.s.c.g.r.RouteDefinitionRouteLocator - Loaded RoutePredicateFactory [RemoteAddr]
2026-07-16 12:40:24 [] INFO  o.s.c.g.r.RouteDefinitionRouteLocator - Loaded RoutePredicateFactory [XForwardedRemoteAddr]
2026-07-16 12:40:24 [] INFO  o.s.c.g.r.RouteDefinitionRouteLocator - Loaded RoutePredicateFactory [Weight]
2026-07-16 12:40:24 [] INFO  o.s.c.g.r.RouteDefinitionRouteLocator - Loaded RoutePredicateFactory [CloudFoundryRouteService]
2026-07-16 12:40:24 [] INFO  o.s.b.a.e.web.EndpointLinksResolver - Exposing 4 endpoint(s) beneath base path '/actuator'
2026-07-16 12:40:24 [] INFO  o.s.c.n.e.c.DiscoveryClientOptionalArgsConfiguration - Eureka HTTP Client uses RestTemplate.
2026-07-16 12:40:24 [] WARN  o.s.c.l.c.LoadBalancerCacheAutoConfiguration$LoadBalancerCaffeineWarnLogger - Spring Cloud LoadBalancer is currently working with the default cache. While this cache implementation is useful for development and tests, it's recommended to use Caffeine cache in production.You can switch to using Caffeine cache, by adding it and org.springframework.cache.caffeine.CaffeineCacheManager to the classpath.
2026-07-16 12:40:24 [] INFO  o.s.c.n.eureka.InstanceInfoFactory - Setting initial instance status as: STARTING
2026-07-16 12:40:25 [] INFO  c.netflix.discovery.DiscoveryClient - Initializing Eureka in region us-east-1
2026-07-16 12:40:25 [] INFO  c.n.d.s.r.aws.ConfigClusterResolver - Resolving eureka endpoints via configuration
2026-07-16 12:40:25 [] INFO  c.netflix.discovery.DiscoveryClient - Disable delta property : false
2026-07-16 12:40:25 [] INFO  c.netflix.discovery.DiscoveryClient - Single vip registry refresh property : null
2026-07-16 12:40:25 [] INFO  c.netflix.discovery.DiscoveryClient - Force full registry fetch : false
2026-07-16 12:40:25 [] INFO  c.netflix.discovery.DiscoveryClient - Application is null : false
2026-07-16 12:40:25 [] INFO  c.netflix.discovery.DiscoveryClient - Registered Applications size is zero : true
2026-07-16 12:40:25 [] INFO  c.netflix.discovery.DiscoveryClient - Application version is -1: true
2026-07-16 12:40:25 [] INFO  c.netflix.discovery.DiscoveryClient - Getting all instance registry info from the eureka server
2026-07-16 12:40:25 [] INFO  c.netflix.discovery.DiscoveryClient - The response status is 200
2026-07-16 12:40:25 [] INFO  c.netflix.discovery.DiscoveryClient - Starting heartbeat executor: renew interval is: 10
2026-07-16 12:40:25 [] INFO  c.n.discovery.InstanceInfoReplicator - InstanceInfoReplicator onDemand update allowed rate per min is 4
2026-07-16 12:40:25 [] INFO  c.netflix.discovery.DiscoveryClient - Discovery Client initialized at timestamp 1784185825458 with initial instances count: 7
2026-07-16 12:40:25 [] INFO  o.s.c.n.e.s.EurekaServiceRegistry - Registering application API-GATEWAY with eureka with status UP
2026-07-16 12:40:25 [] INFO  c.netflix.discovery.DiscoveryClient - Saw local status change event StatusChangeEvent [timestamp=1784185825458, current=UP, previous=STARTING]
2026-07-16 12:40:25 [] INFO  c.netflix.discovery.DiscoveryClient - DiscoveryClient_API-GATEWAY/LTIN708245.cts.com:api-gateway:9080: registering service...
2026-07-16 12:40:25 [] INFO  c.netflix.discovery.DiscoveryClient - DiscoveryClient_API-GATEWAY/LTIN708245.cts.com:api-gateway:9080 - registration status: 204
2026-07-16 12:40:25 [] INFO  o.s.b.w.e.netty.NettyWebServer - Netty started on port 9080
2026-07-16 12:40:25 [] INFO  o.s.c.n.e.s.EurekaAutoServiceRegistration - Updating port to 9080
2026-07-16 12:40:25 [] INFO  c.r.apigateway.ApiGatewayApplication - Started ApiGatewayApplication in 5.164 seconds (process running for 5.63)
2026-07-16 12:40:46 [] INFO  c.r.a.filter.RequestLoggingFilter - method=GET path=/v3/api-docs correlationId=a6c17e2a-1cb1-4f21-bc91-a716cf22963c status=200 durationMs=485
2026-07-16 12:40:48 [] INFO  c.r.a.filter.RequestLoggingFilter - method=GET path=/v3/api-docs correlationId=fcdb3d81-6ea2-4815-b023-ee25620dbcb6 status=200 durationMs=207
2026-07-16 12:40:49 [] INFO  c.r.a.filter.RequestLoggingFilter - method=GET path=/v3/api-docs correlationId=cded3352-58b8-40a4-969f-2ed05c2d2ffb status=200 durationMs=347
2026-07-16 12:40:50 [] INFO  c.r.a.filter.RequestLoggingFilter - method=GET path=/v3/api-docs correlationId=0785abad-0aba-42a8-bb5d-d70865208b7f status=200 durationMs=316
2026-07-16 12:40:52 [] INFO  c.r.a.filter.RequestLoggingFilter - method=GET path=/v3/api-docs correlationId=403b920e-b0f8-4048-a86a-908459c19582 status=200 durationMs=296
2026-07-16 12:41:13 [] INFO  c.r.a.filter.RequestLoggingFilter - method=GET path=/v3/api-docs correlationId=2249cb3a-fc92-4c31-8b68-098429eefac5 status=200 durationMs=11
2026-07-16 12:42:57 [] INFO  c.r.a.filter.RequestLoggingFilter - method=GET path=/v3/api-docs correlationId=1b3ef4c3-5129-442f-a523-87887e045406 status=200 durationMs=204
2026-07-16 12:43:05 [] INFO  c.r.a.filter.RequestLoggingFilter - method=GET path=/v3/api-docs correlationId=5bc5084a-a40f-42ed-b202-af57dd46017f status=200 durationMs=259
2026-07-16 12:43:07 [] INFO  c.r.a.filter.RequestLoggingFilter - method=GET path=/v3/api-docs correlationId=53069ae7-ef08-49a7-ab27-c712806fc2fc status=200 durationMs=13
2026-07-16 12:43:10 [] INFO  c.r.a.filter.RequestLoggingFilter - method=GET path=/v3/api-docs correlationId=a9ac73db-734c-40d2-9ab1-df980fe915b0 status=200 durationMs=151
2026-07-16 12:43:16 [] INFO  c.r.a.filter.RequestLoggingFilter - method=GET path=/v3/api-docs correlationId=91fb5782-5fe6-41ea-8851-8a146219d962 status=200 durationMs=313
2026-07-16 12:43:22 [] INFO  c.r.a.filter.RequestLoggingFilter - method=GET path=/v3/api-docs correlationId=506c4f4e-4153-4040-a187-81325a8af9f4 status=200 durationMs=11
2026-07-16 12:43:46 [] INFO  c.r.a.filter.RequestLoggingFilter - method=GET path=/v3/api-docs correlationId=18211dfc-1e97-480e-8358-5beb46f00428 status=200 durationMs=15
2026-07-16 12:43:48 [] INFO  c.r.a.filter.RequestLoggingFilter - method=GET path=/v3/api-docs correlationId=0fcdcfeb-26a8-49f1-89ab-b6305b153ed2 status=200 durationMs=12
2026-07-16 12:43:50 [] INFO  c.r.a.filter.RequestLoggingFilter - method=GET path=/v3/api-docs correlationId=cbfb545e-8c18-442d-9fb1-712d91360bc6 status=200 durationMs=12
2026-07-16 12:44:46 [] INFO  c.r.a.filter.RequestLoggingFilter - method=GET path=/v3/api-docs correlationId=215952ba-84b6-451c-a4a2-3e09093de406 status=200 durationMs=14
2026-07-16 12:44:55 [] INFO  c.r.a.filter.RequestLoggingFilter - method=GET path=/v3/api-docs correlationId=1be7885f-9eaa-4726-b5a3-eda4931669ea status=200 durationMs=18
2026-07-16 12:44:57 [] INFO  c.r.a.filter.RequestLoggingFilter - method=GET path=/v3/api-docs correlationId=b683e554-ee8a-47bf-83da-2def75438637 status=200 durationMs=16
2026-07-16 12:45:01 [] INFO  c.r.a.filter.RequestLoggingFilter - method=GET path=/v3/api-docs correlationId=d5f3d827-0740-4f83-997b-2f247e773125 status=200 durationMs=10
2026-07-16 13:53:50 [] INFO  c.n.d.s.r.aws.ConfigClusterResolver - Resolving eureka endpoints via configuration
2026-07-16 14:04:26 [] INFO  c.n.d.s.r.aws.ConfigClusterResolver - Resolving eureka endpoints via configuration
2026-07-16 14:05:32 [] INFO  c.r.a.filter.RequestLoggingFilter - method=GET path=/v3/api-docs correlationId=e0cce1e4-2933-4c67-85cb-ff3414888840 status=200 durationMs=24
2026-07-16 14:05:35 [] INFO  c.r.a.filter.RequestLoggingFilter - method=GET path=/v3/api-docs correlationId=ae92e35e-c6e2-420b-8eae-db8995c0c0cf status=200 durationMs=20
2026-07-16 14:05:42 [] INFO  c.r.a.filter.RequestLoggingFilter - method=GET path=/v3/api-docs correlationId=8146606b-6220-4416-8403-0e89085c2f1f status=200 durationMs=37
2026-07-16 14:09:26 [] INFO  c.n.d.s.r.aws.ConfigClusterResolver - Resolving eureka endpoints via configuration
2026-07-16 14:14:26 [] INFO  c.n.d.s.r.aws.ConfigClusterResolver - Resolving eureka endpoints via configuration
